File No,Team 1,Team 1 Runs,Team 1 Wickets,Team 2,Team 2 Runs,Team 2 Wickets,Gender,Season,Date,Series,Competition,Match Number,Venue,City,Neutral Venue,Toss Winner,Toss Decision,Player of Match,Umpire 1,Umpire 2,Reserve Umpire,TV Umpire,Match Referee,Winner,Outcome,Winner Runs,Winner Wickets,Method
433571.csv,Sri Lanka,142,10,Kenya,146,1,male,2010/11,2011/03/01,,ICC Cricket World Cup,14,R Premadasa Stadium,Colombo,,Kenya,bat,SL Malinga,AL Hill,SK Tarapore,DJ Harper,IJ Gould,BC Broad,Sri Lanka,,,9,
536929.csv,India,211,9,West Indies,213,9,male,2011/12,2011/11/29,West Indies in India ODI Series,,1,Barabati Stadium,Cuttack,,India,field,RG Sharma,AL Hill,SK Tarapore,C Shamshuddin,S Ravi,DC Boon,India,,,1,
736451.csv,Australia,282,7,South Africa,220,10,male,2014,2014/09/02,,Zimbabwe Triangular Series,5,Harare Sports Club,,true,South Africa,field,MR Marsh,Aleem Dar,RB Tiffin,O Chirombe,TJ Matibiri,J Srinath,Australia,,62,,
433581.csv,New Zealand,302,7,Pakistan,192,10,male,2010/11,2011/03/08,,ICC Cricket World Cup,24,Pallekele International Cricket Stadium,,true,New Zealand,bat,LRPL Taylor,DJ Harper,NJ Llong,SK Tarapore,IJ Gould,BC Broad,New Zealand,,110,,
668511.csv,South Africa,274,3,Sri Lanka,207,9,female,2013/14,2013/10/26,Sri Lanka Women in South Africa ODI Series,,2,Senwes Park,Potchefstroom,,Sri Lanka,field,M du Preez,RN Birkenstock,PJ Vosloo,R Ellis,,D Govindjee,South Africa,,67,,
770123.csv,India,263,7,West Indies,215,10,male,2014/15,2014/10/11,West Indies in India ODI Series,,2,Feroz Shah Kotla,Delhi,,India,bat,Mohammed Shami,IJ Gould,S Ravi,RM Deshpande,C Shamshuddin,JJ Crowe,India,,48,,
756041.csv,Zimbabwe,259,10,Afghanistan,159,10,male,2014,2014/07/24,Afghanistan in Zimbabwe ODI Series,,4,Queens Sports Club,Bulawayo,,Zimbabwe,field,DT Tiripano,O Chirombe,JD Cloete,TJ Matibiri,,D Govindjee,Afghanistan,,100,,
566923.csv,England,227,9,New Zealand,231,5,male,2013,2013/05/31,NatWest Series,,1,Lord's,London,,New Zealand,field,MJ Guptill,Aleem Dar,RK Illingworth,RJ Bailey,SJ Davis,DC Boon,New Zealand,,,5,
335349.csv,Hong Kong,374,4,India,118,10,male,2008,2008/06/25,,Asia Cup,4,National Stadium,Karachi,true,India,bat,SK Raina,AL Hill,BG Jerling,Saleem Badar,MG Silva,AG Hurst,India,,256,,
792295.csv,India,404,5,Sri Lanka,251,10,male,2014/15,2014/11/13,Sri Lanka in India ODI Series,,4,Eden Gardens,Kolkata,,India,bat,RG Sharma,BNJ Oxenford,S Ravi,AY Dandekar,AK Chaudhary,DC Boon,India,,153,,
870887.csv,Netherlands,297,6,Papua New Guinea,212,10,male,2015,2015/06/24,,"""ICC World Cricket League Championship",4,VRA Ground,Amstelveen,,Papua New Guinea,field,,GO Brathwaite,Sarika Prasad,HKG Jansen,,SR Bernard,Netherlands,,85,,
565812.csv,India,325,4,England,316,9,male,2012/13,2013/01/11,England in India ODI Series,,1,Saurashtra Cricket Association Stadium,Rajkot,,England,bat,JC Tredwell,SJ Davis,S Ravi,RM Deshpande,VA Kulkarni,AJ Pycroft,England,,9,,
746087.csv,Singapore,216,10,Kuwait,196,10,male,2014,2014/06/08,,Asian Cricket Council Elite League,,Kallang Ground,Singapore,,Kuwait,field,Abhiraj Singh,AK Rana,N Sivan,Sarika Prasad,,Aminul Islam,Singapore,,20,,
247494.csv,Bangladesh,143,10,England,147,6,male,2006/07,2007/04/11,,ICC World Cup,38,"""Kensington Oval",Barbados,true,England,field,SI Mahmood,SA Bucknor,SJA Taufel,BF Bowden,RE Koertzen,JJ Crowe,England,,,4,
848843.csv,South Africa,304,7,New Zealand,284,10,male,2015,2015/08/19,New Zealand in South Africa ODI Series,,1,SuperSport Park,Centurion,,New Zealand,field,HM Amla,JD Cloete,IJ Gould,S George,AT Holdstock,RS Mahanama,South Africa,,20,,
593985.csv,West Indies,211,9,Zimbabwe,215,5,male,2012/13,2013/02/26,Zimbabwe in West Indies ODI Series,,3,"""National Cricket Stadium",Grenada,,Zimbabwe,bat,DM Bravo,GO Brathwaite,IJ Gould,PJ Nero,JD Cloete,J Srinath,West Indies,,,5,
406203.csv,Australia,267,6,Pakistan,127,10,male,2009/10,2010/01/24,Pakistan in Australia ODI Series,,2,Sydney Cricket Ground,,,Pakistan,field,SR Watson,EAR de Silva,RJ Tucker,,PR Reiffel,RS Madugalle,Australia,,140,,
433574.csv,Canada,184,10,Pakistan,138,10,male,2010/11,2011/03/03,,ICC Cricket World Cup,17,R Premadasa Stadium,Colombo,true,Pakistan,bat,Shahid Afridi,DJ Harper,NJ Llong,IJ Gould,AL Hill,BC Broad,Pakistan,,46,,
226376.csv,Australia,245,10,South Africa,186,10,male,2005/06,2006/01/20,VB Series,,4,Docklands Stadium,Melbourne,,Australia,bat,B Lee,MR Benson,DJ Harper,,PD Parker,JJ Crowe,Australia,,59,,
226385.csv,South Africa,221,10,Sri Lanka,224,5,male,2005/06,2006/01/31,VB Series,,9,Western Australia Cricket Association Ground,Perth,true,Sri Lanka,bat,GC Smith,MR Benson,PD Parker,,RL Parry,JJ Crowe,South Africa,,,5,
1085960.csv,New Zealand,150,10,West Indies,151,2,female,2017,2017/07/06,,ICC Women's World Cup,16,County Ground,Taunton,true,New Zealand,field,LM Kasperek,Ahsan Raza,AT Holdstock,Sharfuddoula,,SR Bernard,New Zealand,,,8,
562442.csv,Sri Lanka,243,8,Pakistan,199,10,male,2012,2012/06/16,Pakistan in Sri Lanka ODI Series,,4,R Premadasa Stadium,Colombo,,Sri Lanka,bat,NLTC Perera,REJ Martinesz,PR Reiffel,WN de Silva,RSA Palliyaguruge,BC Broad,Sri Lanka,,44,,
249744.csv,Sri Lanka,80,10,West Indies,83,1,male,2006/07,2006/10/14,,ICC Champions Trophy,6,Brabourne Stadium,Mumbai,true,West Indies,bat,MF Maharoof,Asad Rauf,RE Koertzen,Aleem Dar,MR Benson,MJ Procter,Sri Lanka,,,9,
730291.csv,West Indies,338,7,Bangladesh,247,8,male,2014,2014/08/25,Bangladesh in West Indies ODI Series,,3,"""Warner Park",St Kitts,,West Indies,bat,D Ramdin,RA Kettleborough,JS Wilson,GO Brathwaite,Aleem Dar,JJ Crowe,West Indies,,91,,
710299.csv,Bangladesh,254,6,Afghanistan,222,10,male,2013/14,2014/03/01,,Asia Cup,5,Khan Shaheb Osman Ali Stadium,Fatullah,,Bangladesh,field,Samiullah Shenwari,BF Bowden,JD Cloete,Masudur Rahman,CK Nandan,BC Broad,Afghanistan,,32,,
657637.csv,Pakistan,322,5,Sri Lanka,311,10,male,2013/14,2013/12/18,Pakistan v Sri Lanka ODI Series,,1,Sharjah Cricket Stadium,,true,Pakistan,bat,Mohammad Hafeez,JD Cloete,Shozab Raza,Ahsan Raza,RK Illingworth,DC Boon,Pakistan,,11,,
247487.csv,Bangladesh,174,10,New Zealand,178,1,male,2006/07,2007/04/02,,ICC World Cup,31,"""Sir Vivian Richards Stadium",Antigua,true,New Zealand,field,SE Bond,Aleem Dar,RE Koertzen,BF Bowden,Asad Rauf,MJ Procter,New Zealand,,,9,
238214.csv,Sri Lanka,130,10,Pakistan,134,6,male,2005/06,2006/03/19,Pakistan in Sri Lanka ODI Series,,2,R Premadasa Stadium,Colombo,,Pakistan,field,Abdul Razzaq,SJ Davis,TH Wijewardene,,PT Manuel,AG Hurst,Pakistan,,,4,
523733.csv,Zimbabwe,225,6,Pakistan,228,0,male,2011,2011/09/11,Pakistan in Zimbabwe ODI Series,,2,Harare Sports Club,,,Zimbabwe,bat,Mohammad Hafeez,IJ Gould,RB Tiffin,S Rwaziyeni,TJ Matibiri,DC Boon,Pakistan,,,10,
668961.csv,Sri Lanka,288,9,New Zealand,13,1,male,2013/14,2013/11/10,New Zealand in Sri Lanka ODI Series,,1,"""Mahinda Rajapaksa International Cricket Stadium",Hambantota,,New Zealand,field,,BNJ Oxenford,RSA Palliyaguruge,ID Gunawardene,RR Wimalasiri,BC Broad,,no result,,,
667897.csv,England,219,10,Sri Lanka,222,4,male,2014,2014/06/03,Sri Lanka in England ODI Series,,5,Edgbaston,Birmingham,,England,bat,HDRL Thirimanne,CB Gaffaney,MA Gough,RK Illingworth,M Erasmus,JJ Crowe,Sri Lanka,,,6,
952199.csv,Nepal,239,9,Namibia,240,7,male,2015/16,2016/04/18,,"""ICC World Cricket League Championship",22,Tribhuvan University International Cricket Ground,Kirtipur,,Nepal,field,,BB Pradhan,Sharfuddoula,VK Jha,,GF Labrooy,Nepal,,,3,
258475.csv,England,324,6,India,242,8,male,2007,2007/09/02,NatWest Series,,5,Headingley,Leeds,,England,field,SC Ganguly,Aleem Dar,NJ Llong,PJ Hartley,IJ Gould,RS Mahanama,India,,38,,D/L
656491.csv,New Zealand,281,5,South Africa,299,6,male,2014/15,2015/03/24,,ICC Cricket World Cup,,Eden Park,Auckland,,South Africa,bat,GD Elliott,IJ Gould,RJ Tucker,BNJ Oxenford,NJ Llong,DC Boon,New Zealand,,,4,D/L
1085959.csv,Australia,290,8,Pakistan,131,10,female,2017,2017/07/05,,ICC Women's World Cup,15,Grace Road,Leicester,true,Australia,bat,EJ Villani,AK Chaudhary,S Redfern,JM Williams,,DT Jukes,Australia,,159,,
817209.csv,Bangladesh,162,10,South Africa,167,3,male,2015,2015/07/12,South Africa in Bangladesh ODI Series,,2,Shere Bangla National Stadium,Mirpur,,South Africa,bat,Soumya Sarkar,Enamul Haque,RK Illingworth,Anisur Rahman,MA Gough,DC Boon,Bangladesh,,,7,
870735.csv,Bangladesh,317,6,India,240,10,male,2015,2015/06/24,India in Bangladesh ODI Series,,3,Shere Bangla National Stadium,Mirpur,,Bangladesh,field,SK Raina,Enamul Haque,RJ Tucker,Tanvir Ahmed,Sharfuddoula,AJ Pycroft,India,,77,,
441829.csv,India,365,2,South Africa,275,10,male,2009/10,2010/02/27,South Africa in India ODI Series,,3,"""Sardar Patel Stadium",Ahmedabad,,South Africa,bat,AB de Villiers,IJ Gould,SS Hazare,RM Deshpande,SK Tarapore,AJ Pycroft,South Africa,,90,,
456663.csv,Sri Lanka,170,10,India,171,4,male,2010,2010/08/16,,Sri Lanka Triangular Series,3,Rangiri Dambulla International Stadium,,,Sri Lanka,bat,V Sehwag,Asad Rauf,REJ Martinesz,RD Kottahachchi,TH Wijewardene,AG Hurst,India,,,6,
736519.csv,Malaysia,158,10,United Arab Emirates,162,4,male,2014,2014/05/05,,Asian Cricket Council Premier League,12,Kinrara Academy Oval,Kuala Lumpur,,United Arab Emirates,field,Fayyaz Ahmed,UK Brahmanage,VK Jha,BB Pradhan,,RJ Ratnayake,United Arab Emirates,,,6,
503363.csv,Bangladesh,270,7,Australia,210,5,male,2011,2011/04/09,Australia in Bangladesh ODI Series,,1,Shere Bangla National Stadium,Mirpur,,Bangladesh,field,MJ Clarke,JD Cloete,Nadir Shah,Gazi Sohel,Enamul Haque,RS Mahanama,Australia,,60,,
247463.csv,England,209,7,New Zealand,210,4,male,2006/07,2007/03/16,,ICC World Cup,6,"""Beausejour Stadium",St Lucia,true,New Zealand,field,SB Styris,Asad Rauf,RE Koertzen,BR Doctrove,PD Parker,MJ Procter,New Zealand,,,6,
1059714.csv,Sri Lanka,330,7,West Indies,329,9,male,2016/17,2016/11/23,Zimbabwe Tri-Nation Series,,5,Queens Sports Club,Bulawayo,true,West Indies,field,BKG Mendis,RK Illingworth,TJ Matibiri,L Rusere,MA Gough,J Srinath,Sri Lanka,,1,,
1168024.csv,England,269,7,Australia,75,10,female,2019,2019/07/07,Australia Women tour of England 2019,,,St Lawrence Ground,Canterbury,,England,field,EA Perry,GD Lloyd,MJ Saggers,RT Robinson,S Redfern,Wayne Noon,Australia,,194,,
736499.csv,Malaysia,269,6,Oman,195,10,male,2014,2014/05/01,,Asian Cricket Council Premier League,2,Kinrara Academy Oval,Kuala Lumpur,,Oman,bat,Aamir Kaleem,UK Brahmanage,VK Jha,B Ramani,,RJ Ratnayake,Oman,,74,,
335352.csv,Bangladesh,283,6,India,284,3,male,2008,2008/06/28,,Asia Cup,7,National Stadium,Karachi,true,Bangladesh,bat,SK Raina,BG Jerling,SJA Taufel,Mian Mohammad Aslam,MG Silva,AG Hurst,India,,,7,
1062509.csv,Denmark,189,10,Oman,146,10,male,2016/17,2016/11/04,,ICC World Cricket League Division Four,,"""Severn Cricket Field",Los Angeles,true,Denmark,field,Khawar Ali,L Oala,C Young,GO Brathwaite,,D Govindjee,Oman,,43,,
1089148.csv,Sierra Leone,229,5,Tanzania,80,8,male,2017,2017/04/13,,ICC World Cricket League Africa Region Qualifiers,13,Willowmoore Park,Benoni,true,Tanzania,bat,KN Mussa,PM Musoke,IO Oyieko,C Thorburn,,D Govindjee,Tanzania,,165,,D/L
736455.csv,Australia,217,9,South Africa,221,4,male,2014,2014/09/06,,Zimbabwe Triangular Series,,Harare Sports Club,,true,South Africa,field,DW Steyn,Aleem Dar,RB Tiffin,O Chirombe,became the onfield umpire,J Srinath,South Africa,,,6,
668513.csv,South Africa,164,10,Sri Lanka,2,0,female,2013/14,2013/10/28,Sri Lanka Women in South Africa ODI Series,,3,Senwes Park,Potchefstroom,,South Africa,field,,RN Birkenstock,R Ellis,PJ Vosloo,,D Govindjee,,no result,,,
380716.csv,England,328,7,West Indies,270,10,male,2009,2009/05/26,NatWest Series,,3,Edgbaston,Birmingham,,West Indies,field,MJ Prior,SJ Davis,IJ Gould,PJ Hartley,NJ Llong,AJ Pycroft,England,,58,,
746091.csv,Bahrain,130,10,Maldives,131,2,male,2014,2014/06/08,,Asian Cricket Council Elite League,,Indian Association Ground,Singapore,true,Bahrain,bat,Mohamed Mahfooz,B Manikandan,A Natarajan,Hardeep Jadeja,,RT Mohamed,Maldives,,,8,
1089145.csv,Nigeria,152,10,Zambia,153,7,male,2017,2017/04/11,,ICC World Cricket League Africa Region Qualifiers,10,Willowmoore Park,Benoni,true,Zambia,bat,AS Abioye,R D'Mello,F Ekalunga,S George,,D Govindjee,Nigeria,,,3,
593723.csv,England,203,8,Australia,176,10,female,2013,2013/08/20,Women's Ashes,,1,Lord's,London,,Australia,bat,EA Osborne,JW Lloyds,SJ O'Shaughnessy,,,DT Jukes,Australia,,27,,
433585.csv,Bangladesh,225,10,England,227,8,male,2010/11,2011/03/11,,ICC Cricket World Cup,28,Zahur Ahmed Chowdhury Stadium,Chittagong,,Bangladesh,field,Imrul Kayes,DJ Harper,RJ Tucker,Enamul Haque,Aleem Dar,JJ Crowe,Bangladesh,,,2,
754731.csv,Australia,280,6,South Africa,275,8,male,2014/15,2014/11/23,South Africa in Australia ODI Series,,5,Sydney Cricket Ground,,,South Africa,bat,Q de Kock,NJ Llong,MD Martell,JD Ward,BF Bowden,J Srinath,Australia,,,2,D/L
1085949.csv,England,377,7,Pakistan,107,3,female,2017,2017/06/27,,ICC Women's World Cup,5,Grace Road,Leicester,,Pakistan,field,NR Sciver,CM Brown,JM Williams,Sharfuddoula,,RB Richardson,England,,107,,D/L
249746.csv,New Zealand,195,10,South Africa,108,10,male,2006/07,2006/10/16,,ICC Champions Trophy,8,Brabourne Stadium,Mumbai,true,South Africa,field,SP Fleming,Aleem Dar,MR Benson,RE Koertzen moved up to act as TV Umpire.,RE Koertzen,RS Madugalle,New Zealand,,87,,
521222.csv,India,271,8,England,176,10,male,2011/12,2011/10/25,England in India ODI Series,,5,Eden Gardens,Kolkata,,England,field,RA Jadeja,S Asnani,BF Bowden,VA Kulkarni,S Ravi,RS Mahanama,India,,95,,
298808.csv,South Africa,263,9,West Indies,266,5,male,2007/08,2008/02/01,West Indies in South Africa ODI Series,,4,Kingsmead,Durban,,West Indies,bat,AB de Villiers,DJ Harper,IL Howell,M Erasmus,BG Jerling,J Srinath,South Africa,,,5,
257771.csv,Pakistan,209,10,West Indies,212,3,male,2006/07,2006/12/13,West Indies in Pakistan ODI Series,,4,Multan Cricket Stadium,,,Pakistan,bat,MN Samuels,NJ Llong,Zameer Haider,Mian Mohammad Aslam,Riazuddin,AG Hurst,West Indies,,,7,
913429.csv,Fiji,205,10,Suriname,207,4,male,2015,2015/09/08,,ICC World Cricket League Division Six,,Castle Park Cricket Ground,Colchester,true,Fiji,bat,G Singh,MB Gray,AJ Neill,AA Baig,,GF Labrooy,Suriname,,,6,
297804.csv,India,255,6,Pakistan,260,4,male,2007/08,2007/11/15,Pakistan in India ODI Series,,4,Captain Roop Singh Stadium,Gwalior,,Pakistan,bat,SR Tendulkar,BR Doctrove,AM Saheba,VN Kulkarni,GA Pratapkumar,RS Mahanama,India,,,6,
567368.csv,South Africa,315,4,Pakistan,190,10,male,2012/13,2013/03/10,Pakistan in South Africa ODI Series,,1,Chevrolet Park,Bloemfontein,,Pakistan,field,CA Ingram,JD Cloete,HDPK Dharmasena,S George,BF Bowden,AJ Pycroft,South Africa,,125,,
239908.csv,West Indies,242,9,Zimbabwe,144,10,male,2006,2006/04/30,Zimbabwe in West Indies ODI Series,,2,"""Antigua Recreation Ground",Antigua,,West Indies,bat,JE Taylor,BF Bowden,SA Bucknor,,BR Doctrove,BC Broad,West Indies,,98,,
995465.csv,Sri Lanka,195,10,Australia,199,5,male,2016,2016/09/01,Australia in Sri Lanka ODI Series,,5,Pallekele International Cricket Stadium,,,Sri Lanka,bat,DA Warner,Aleem Dar,RSA Palliyaguruge,REJ Martinesz,MA Gough,J Srinath,Australia,,,5,
589309.csv,India,250,10,Pakistan,165,10,male,2012/13,2013/01/03,Pakistan in India ODI Series,,2,Eden Gardens,Kolkata,,India,field,Nasir Jamshed,BF Bowden,VA Kulkarni,S Das,S Ravi,RS Mahanama,Pakistan,,85,,
657643.csv,Pakistan,225,10,Sri Lanka,226,2,male,2013/14,2013/12/25,Pakistan v Sri Lanka ODI Series,,4,Sheikh Zayed Stadium,Abu Dhabi,true,Sri Lanka,bat,Mohammad Hafeez,Ahsan Raza,RK Illingworth,Shozab Raza,JD Cloete,J Srinath,Pakistan,,,8,
656489.csv,New Zealand,393,6,West Indies,250,10,male,2014/15,2015/03/21,,ICC Cricket World Cup,,Westpac Stadium,Wellington,,New Zealand,bat,MJ Guptill,RA Kettleborough,BNJ Oxenford,NJ Llong,RJ Tucker,BC Broad,New Zealand,,143,,
375456.csv,Zimbabwe,127,10,Sri Lanka,130,4,male,2008/09,2008/11/20,Sri Lanka in Zimbabwe ODI Series,,1,Harare Sports Club,,,Sri Lanka,field,M Muralitharan,Aleem Dar,KC Barbour,TJ Tapfumaneyi,O Chirombe,MJ Procter,Sri Lanka,,,6,
1089531.csv,India,98,10,Zimbabwe,99,0,female,2017,2017/05/19,Women's Quadrangular Series (in South Africa),,12,Senwes Park,Potchefstroom,true,Zimbabwe,bat,DB Sharma,BP Jele,TC Mokorosi,,,D Govindjee,India,,,10,
645637.csv,West Indies,232,8,Pakistan,195,10,male,2013,2013/07/16,Pakistan in West Indies ODI Series,,2,Providence Stadium,Guyana,,Pakistan,field,SP Narine,NJ Llong,PJ Nero,JS Wilson,PR Reiffel,DC Boon,West Indies,,37,,
623573.csv,Zimbabwe,269,8,Bangladesh,148,10,male,2013,2013/05/03,Bangladesh in Zimbabwe ODI Series,,1,Queens Sports Club,Bulawayo,,Zimbabwe,field,Ziaur Rahman,JD Cloete,RB Tiffin,O Chirombe,TJ Matibiri,BC Broad,Bangladesh,,121,,
668965.csv,Sri Lanka,211,8,New Zealand,126,6,male,2013/14,2013/11/16,New Zealand in Sri Lanka ODI Series,,3,Rangiri Dambulla International Stadium,,,New Zealand,field,SMSM Senanayake,BNJ Oxenford,RSA Palliyaguruge,ID Gunawardene,RR Wimalasiri,BC Broad,Sri Lanka,,36,,D/L
542852.csv,England,229,10,India,230,5,female,2012,2012/07/01,India Women in England ODI Series,,1,Lord's,London,,England,bat,M Raj,NGB Cook,SJ O'Shaughnessy,,,DT Jukes,India,,,5,
749545.csv,Denmark,171,8,Malaysia,173,4,male,2014,2014/06/22,,ICC World Cricket League Division Four,,Kallang Ground,Singapore,true,Malaysia,field,Ahmed Faiz Mohammad Noor,Akbar Ali,DA Haggo,B Manikandan,,SR Bernard,Malaysia,,,6,
297795.csv,India,290,7,Australia,243,10,male,2007/08,2007/10/05,Australia in India ODI Series,,3,"""Rajiv Gandhi International Stadium",Hyderabad,,Australia,bat,A Symonds,SA Bucknor,SL Shastri,SN Bandekar,GA Pratapkumar,BC Broad,Australia,,47,,
1089146.csv,Botswana,137,10,Sierra Leone,138,8,male,2017,2017/04/11,,ICC World Cricket League Africa Region Qualifiers,11,Willowmoore Park B Field,Benoni,true,Sierra Leone,bat,K Motlanka,A Louw,D Odhiambo,VR Angara,,D Govindjee,Botswana,,,2,
296914.csv,England,275,4,South Africa,255,10,male,2008,2008/08/22,NatWest Series,,1,Headingley,Leeds,,England,bat,KP Pietersen,IJ Gould,SJA Taufel,SA Garratt,NJ Llong,RS Mahanama,England,,20,,
298806.csv,South Africa,255,9,West Indies,169,10,male,2007/08,2008/01/25,West Indies in South Africa ODI Series,,2,Newlands,Cape Town,,South Africa,bat,SM Pollock,DJ Harper,BG Jerling,IL Howell,M Erasmus,J Srinath,South Africa,,86,,
902643.csv,England,283,5,Pakistan,188,10,male,2015/16,2015/11/13,Pakistan v England ODI Series,,2,Sheikh Zayed Stadium,Abu Dhabi,true,England,bat,AD Hales,CB Gaffaney,Shozab Raza,,JD Cloete,RS Madugalle,England,,95,,
907391.csv,South Africa,232,10,West Indies,175,10,female,2015/16,2016/02/27,West Indies Women in South Africa ODI Series,"""ICC Women's Championship",2,Buffalo Park,East London,,West Indies,bat,SR Taylor,A Paleker,DJ Smith,PJ Vosloo,,S Wadvalla,West Indies,,57,,
237574.csv,Bangladesh,118,10,Sri Lanka,119,5,male,2005/06,2006/02/20,Sri Lanka in Bangladesh ODI Series,,1,Shaheed Chandu Stadium,Bogra,,Bangladesh,bat,PDRL Perera,K Hariharan,Mahbubur Rahman,,Nadir Shah,AG Hurst,Sri Lanka,,,5,
907375.csv,South Africa,196,10,England,150,3,female,2015/16,2016/02/07,England Women in South Africa ODI Series,"""ICC Women's Championship",1,Willowmoore Park,Benoni,,South Africa,bat,A Shrubsole,A Paleker,BM White,PJ Vosloo,,for the game,England,,,7,D/L
1089472.csv,Qatar,295,6,Kuwait,145,10,male,2017,2017/04/22,,ICC World Cricket League Asia Region Division One,,Royal Chiangmai Golf Club,Chiang Mai,true,Kuwait,field,Iman-ul-Haq,V Kalidas,Rahul Asher,,,,Qatar,,150,,
446958.csv,Australia,213,3,Sri Lanka,210,10,male,2010/11,2010/11/05,Sri Lanka in Australia ODI Series,,2,Sydney Cricket Ground,,,Sri Lanka,bat,WU Tharanga,M Erasmus,BNJ Oxenford,,PR Reiffel,BC Broad,Sri Lanka,,29,,D/L
534229.csv,England,287,5,South Africa,207,10,male,2012,2012/08/28,NatWest Series,,2,The Rose Bowl,Southampton,,South Africa,bat,HM Amla,RJ Bailey,SJA Taufel,RA Kettleborough,HDPK Dharmasena,AJ Pycroft,South Africa,,80,,
1022349.csv,Australia,291,10,New Zealand,53,3,male,2017,2017/06/02,,ICC Champions Trophy,2,Edgbaston,Birmingham,true,New Zealand,bat,,RK Illingworth,RA Kettleborough,HDPK Dharmasena,NJ Llong,AJ Pycroft,,no result,,,
380715.csv,England,160,10,West Indies,161,4,male,2009,2009/05/24,NatWest Series,,2,County Ground,Bristol,,England,field,PD Collingwood,EAR de Silva,PJ Hartley,NJ Llong,IJ Gould,AJ Pycroft,England,,,6,
543888.csv,Afghanistan,153,10,Netherlands,156,1,male,2011/12,2012/03/29,,"""ICC World Cricket League Championship",21,Sharjah Cricket Stadium,,true,Afghanistan,bat,,CB Gaffaney,Sarika Prasad,,,DT Jukes,Netherlands,,,9,
1073430.csv,India,244,10,South Africa,245,9,female,2016/17,2017/02/21,,ICC Women's World Cup Qualifier,,P Sara Oval,Colombo,true,South Africa,bat,DB Sharma,K Cross,CA Polosak,JM Williams,S Redfern,,India,,,1,
446964.csv,Australia,214,10,England,215,6,male,2010/11,2011/01/23,England in Australia ODI Series,,3,Sydney Cricket Ground,,,England,bat,B Lee,GAV Baxter,PR Reiffel,SD Fry,AL Hill,J Srinath,Australia,,,4,
247489.csv,England,235,10,Sri Lanka,233,8,male,2006/07,2007/04/04,,ICC World Cup,33,"""Sir Vivian Richards Stadium",Antigua,true,England,field,RS Bopara,Asad Rauf,BF Bowden,Aleem Dar,RE Koertzen,JJ Crowe,Sri Lanka,,2,,
1085971.csv,India,265,7,New Zealand,79,10,female,2017,2017/07/15,,ICC Women's World Cup,27,County Ground,Derby,true,New Zealand,field,M Raj,S George,CA Polosak,JM Williams,,RB Richardson,India,,186,,
1144511.csv,New Zealand,291,8,West Indies,286,10,male,2019,2019/06/22,,World Cup,29,Old Trafford,Manchester,,West Indies,field,KS Williamson,IJ Gould,RSA Palliyaguruge,RJ Tucker,NJ Llong,DC Boon,New Zealand,,5,,
250672.csv,South Africa,153,10,Pakistan,156,1,male,2006/07,2007/02/14,Pakistan in South Africa ODI Series,,5,New Wanderers Stadium,Johannesburg,,Pakistan,bat,SM Pollock,RE Koertzen,RB Tiffin,ZTA Ndamane,KH Hurter,BC Broad,South Africa,,,9,
685733.csv,South Africa,262,10,Pakistan,261,6,male,2013/14,2013/11/27,Pakistan in South Africa ODI Series,,2,St George's Park,Port Elizabeth,,South Africa,field,Ahmed Shehzad,S George,BNJ Oxenford,JD Cloete,CB Gaffaney,BC Broad,Pakistan,,1,,
238213.csv,Sri Lanka,201,8,Pakistan,0,0,male,2005/06,2006/03/17,Pakistan in Sri Lanka ODI Series,,1,R Premadasa Stadium,Colombo,,Sri Lanka,field,,SJ Davis,EAR de Silva,,TH Wijewardene,AG Hurst,,no result,,,
